धातुः	धातुपाठे	अर्थः	गणः	संख्या	लकारः	पदम्	प्र॰एक॰	प्र॰द्वि॰	प्र॰बहु॰	म॰एक॰	म॰द्वि॰	म॰बहु॰	उ॰एक॰	उ॰द्वि॰	उ॰बहु॰
लूष्	लू॑षँ॑	हिंसायाम्	चुरादि	10.0100	विधिलिङ्	आत्मने॰	लूषयेत	लूषयेयाताम्	लूषयेरन्	लूषयेथाः	लूषयेयाथाम्	लूषयेध्वम्	लूषयेय	लूषयेवहि	लूषयेमहि
लूष्	लू॑षँ॑	हिंसायाम्	चुरादि	10.0100	आशीर्लिङ्	परस्मै॰	लूष्यात्	लूष्यास्ताम्	लूष्यासुः	लूष्याः	लूष्यास्तम्	लूष्यास्त	लूष्यासम्	लूष्यास्व	लूष्यास्म
लूष्	लू॑षँ॑	हिंसायाम्	चुरादि	10.0100	आशीर्लिङ्	आत्मने॰	लूषयिषीष्ट	लूषयिषीयास्ताम्	लूषयिषीरन्	लूषयिषीष्ठाः	लूषयिषीयास्थाम्	लूषयिषीध्वम्,लूषयिषीढ्वम्	लूषयिषीय	लूषयिषीवहि	लूषयिषीमहि
लूष्	लू॑षँ॑	हिंसायाम्	चुरादि	10.0100	लुङ्	परस्मै॰	अलूलुषत्	अलूलुषताम्	अलूलुषन्	अलूलुषः	अलूलुषतम्	अलूलुषत	अलूलुषम्	अलूलुषाव	अलूलुषाम
लूष्	लू॑षँ॑	हिंसायाम्	चुरादि	10.0100	लुङ्	आत्मने॰	अलूलुषत	अलूलुषेताम्	अलूलुषन्त	अलूलुषथाः	अलूलुषेथाम्	अलूलुषध्वम्	अलूलुषे	अलूलुषावहि	अलूलुषामहि
लूष्	लू॑षँ॑	हिंसायाम्	चुरादि	10.0100	लृङ्	परस्मै॰	अलूषयिष्यत्	अलूषयिष्यताम्	अलूषयिष्यन्	अलूषयिष्यः	अलूषयिष्यतम्	अलूषयिष्यत	अलूषयिष्यम्	अलूषयिष्याव	अलूषयिष्याम
लूष्	लू॑षँ॑	हिंसायाम्	चुरादि	10.0100	लृङ्	आत्मने॰	अलूषयिष्यत	अलूषयिष्येताम्	अलूषयिष्यन्त	अलूषयिष्यथाः	अलूषयिष्येथाम्	अलूषयिष्यध्वम्	अलूषयिष्ये	अलूषयिष्यावहि	अलूषयिष्यामहि
शुल्ब्	शु॑ल्बँ॑	माने	चुरादि	10.0101	लट्	परस्मै॰	शुल्बयति	शुल्बयतः	शुल्बयन्ति	शुल्बयसि	शुल्बयथः	शुल्बयथ	शुल्बयामि	शुल्बयावः	शुल्बयामः
शुल्ब्	शु॑ल्बँ॑	माने	चुरादि	10.0101	लट्	आत्मने॰	शुल्बयते	शुल्बयेते	शुल्बयन्ते	शुल्बयसे	शुल्बयेथे	शुल्बयध्वे	शुल्बये	शुल्बयावहे	शुल्बयामहे
शुल्ब्	शु॑ल्बँ॑	माने	चुरादि	10.0101	लिट्	परस्मै॰	शुल्बयाञ्चकार	शुल्बयाञ्चक्रतुः	शुल्बयाञ्चक्रुः	शुल्बयाञ्चकर्थ	शुल्बयाञ्चक्रथुः	शुल्बयाञ्चक्र	शुल्बयाञ्चकर,शुल्बयाञ्चकार	शुल्बयाञ्चकृव	शुल्बयाञ्चकृम
शुल्ब्	शु॑ल्बँ॑	माने	चुरादि	10.0101	लिट्	आत्मने॰	शुल्बयाञ्चक्रे	शुल्बयाञ्चक्राते	शुल्बयाञ्चक्रिरे	शुल्बयाञ्चकृषे	शुल्बयाञ्चक्राथे	शुल्बयाञ्चकृढ्वे	शुल्बयाञ्चक्रे	शुल्बयाञ्चकृवहे	शुल्बयाञ्चकृमहे
शुल्ब्	शु॑ल्बँ॑	माने	चुरादि	10.0101	लुट्	परस्मै॰	शुल्बयिता	शुल्बयितारौ	शुल्बयितारः	शुल्बयितासि	शुल्बयितास्थः	शुल्बयितास्थ	शुल्बयितास्मि	शुल्बयितास्वः	शुल्बयितास्मः
शुल्ब्	शु॑ल्बँ॑	माने	चुरादि	10.0101	लुट्	आत्मने॰	शुल्बयिता	शुल्बयितारौ	शुल्बयितारः	शुल्बयितासे	शुल्बयितासाथे	शुल्बयिताध्वे	शुल्बयिताहे	शुल्बयितास्वहे	शुल्बयितास्महे
शुल्ब्	शु॑ल्बँ॑	माने	चुरादि	10.0101	लृट्	परस्मै॰	शुल्बयिष्यति	शुल्बयिष्यतः	शुल्बयिष्यन्ति	शुल्बयिष्यसि	शुल्बयिष्यथः	शुल्बयिष्यथ	शुल्बयिष्यामि	शुल्बयिष्यावः	शुल्बयिष्यामः
शुल्ब्	शु॑ल्बँ॑	माने	चुरादि	10.0101	लृट्	आत्मने॰	शुल्बयिष्यते	शुल्बयिष्येते	शुल्बयिष्यन्ते	शुल्बयिष्यसे	शुल्बयिष्येथे	शुल्बयिष्यध्वे	शुल्बयिष्ये	शुल्बयिष्यावहे	शुल्बयिष्यामहे
शुल्ब्	शु॑ल्बँ॑	माने	चुरादि	10.0101	लोट्	परस्मै॰	शुल्बयतात्,शुल्बयतु	शुल्बयताम्	शुल्बयन्तु	शुल्बयतात्,शुल्बय	शुल्बयतम्	शुल्बयत	शुल्बयानि	शुल्बयाव	शुल्बयाम
शुल्ब्	शु॑ल्बँ॑	माने	चुरादि	10.0101	लोट्	आत्मने॰	शुल्बयताम्	शुल्बयेताम्	शुल्बयन्ताम्	शुल्बयस्व	शुल्बयेथाम्	शुल्बयध्वम्	शुल्बयै	शुल्बयावहै	शुल्बयामहै
शुल्ब्	शु॑ल्बँ॑	माने	चुरादि	10.0101	लङ्	परस्मै॰	अशुल्बयत्	अशुल्बयताम्	अशुल्बयन्	अशुल्बयः	अशुल्बयतम्	अशुल्बयत	अशुल्बयम्	अशुल्बयाव	अशुल्बयाम
शुल्ब्	शु॑ल्बँ॑	माने	चुरादि	10.0101	लङ्	आत्मने॰	अशुल्बयत	अशुल्बयेताम्	अशुल्बयन्त	अशुल्बयथाः	अशुल्बयेथाम्	अशुल्बयध्वम्	अशुल्बये	अशुल्बयावहि	अशुल्बयामहि
शुल्ब्	शु॑ल्बँ॑	माने	चुरादि	10.0101	विधिलिङ्	परस्मै॰	शुल्बयेत्	शुल्बयेताम्	शुल्बयेयुः	शुल्बयेः	शुल्बयेतम्	शुल्बयेत	शुल्बयेयम्	शुल्बयेव	शुल्बयेम
शुल्ब्	शु॑ल्बँ॑	माने	चुरादि	10.0101	विधिलिङ्	आत्मने॰	शुल्बयेत	शुल्बयेयाताम्	शुल्बयेरन्	शुल्बयेथाः	शुल्बयेयाथाम्	शुल्बयेध्वम्	शुल्बयेय	शुल्बयेवहि	शुल्बयेमहि
शुल्ब्	शु॑ल्बँ॑	माने	चुरादि	10.0101	आशीर्लिङ्	परस्मै॰	शुल्ब्यात्	शुल्ब्यास्ताम्	शुल्ब्यासुः	शुल्ब्याः	शुल्ब्यास्तम्	शुल्ब्यास्त	शुल्ब्यासम्	शुल्ब्यास्व	शुल्ब्यास्म
शुल्ब्	शु॑ल्बँ॑	माने	चुरादि	10.0101	आशीर्लिङ्	आत्मने॰	शुल्बयिषीष्ट	शुल्बयिषीयास्ताम्	शुल्बयिषीरन्	शुल्बयिषीष्ठाः	शुल्बयिषीयास्थाम्	शुल्बयिषीध्वम्,शुल्बयिषीढ्वम्	शुल्बयिषीय	शुल्बयिषीवहि	शुल्बयिषीमहि
शुल्ब्	शु॑ल्बँ॑	माने	चुरादि	10.0101	लुङ्	परस्मै॰	अशुशुल्बत्	अशुशुल्बताम्	अशुशुल्बन्	अशुशुल्बः	अशुशुल्बतम्	अशुशुल्बत	अशुशुल्बम्	अशुशुल्बाव	अशुशुल्बाम
शुल्ब्	शु॑ल्बँ॑	माने	चुरादि	10.0101	लुङ्	आत्मने॰	अशुशुल्बत	अशुशुल्बेताम्	अशुशुल्बन्त	अशुशुल्बथाः	अशुशुल्बेथाम्	अशुशुल्बध्वम्	अशुशुल्बे	अशुशुल्बावहि	अशुशुल्बामहि
शुल्ब्	शु॑ल्बँ॑	माने	चुरादि	10.0101	लृङ्	परस्मै॰	अशुल्बयिष्यत्	अशुल्बयिष्यताम्	अशुल्बयिष्यन्	अशुल्बयिष्यः	अशुल्बयिष्यतम्	अशुल्बयिष्यत	अशुल्बयिष्यम्	अशुल्बयिष्याव	अशुल्बयिष्याम
शुल्ब्	शु॑ल्बँ॑	माने	चुरादि	10.0101	लृङ्	आत्मने॰	अशुल्बयिष्यत	अशुल्बयिष्येताम्	अशुल्बयिष्यन्त	अशुल्बयिष्यथाः	अशुल्बयिष्येथाम्	अशुल्बयिष्यध्वम्	अशुल्बयिष्ये	अशुल्बयिष्यावहि	अशुल्बयिष्यामहि
शूर्प्	शू॑र्पँ॑	च माने	चुरादि	10.0102	लट्	परस्मै॰	शूर्पयति	शूर्पयतः	शूर्पयन्ति	शूर्पयसि	शूर्पयथः	शूर्पयथ	शूर्पयामि	शूर्पयावः	शूर्पयामः
शूर्प्	शू॑र्पँ॑	च माने	चुरादि	10.0102	लट्	आत्मने॰	शूर्पयते	शूर्पयेते	शूर्पयन्ते	शूर्पयसे	शूर्पयेथे	शूर्पयध्वे	शूर्पये	शूर्पयावहे	शूर्पयामहे
शूर्प्	शू॑र्पँ॑	च माने	चुरादि	10.0102	लिट्	परस्मै॰	शूर्पयाञ्चकार	शूर्पयाञ्चक्रतुः	शूर्पयाञ्चक्रुः	शूर्पयाञ्चकर्थ	शूर्पयाञ्चक्रथुः	शूर्पयाञ्चक्र	शूर्पयाञ्चकार,शूर्पयाञ्चकर	शूर्पयाञ्चकृव	शूर्पयाञ्चकृम
शूर्प्	शू॑र्पँ॑	च माने	चुरादि	10.0102	लिट्	आत्मने॰	शूर्पयाञ्चक्रे	शूर्पयाञ्चक्राते	शूर्पयाञ्चक्रिरे	शूर्पयाञ्चकृषे	शूर्पयाञ्चक्राथे	शूर्पयाञ्चकृढ्वे	शूर्पयाञ्चक्रे	शूर्पयाञ्चकृवहे	शूर्पयाञ्चकृमहे
शूर्प्	शू॑र्पँ॑	च माने	चुरादि	10.0102	लुट्	परस्मै॰	शूर्पयिता	शूर्पयितारौ	शूर्पयितारः	शूर्पयितासि	शूर्पयितास्थः	शूर्पयितास्थ	शूर्पयितास्मि	शूर्पयितास्वः	शूर्पयितास्मः
शूर्प्	शू॑र्पँ॑	च माने	चुरादि	10.0102	लुट्	आत्मने॰	शूर्पयिता	शूर्पयितारौ	शूर्पयितारः	शूर्पयितासे	शूर्पयितासाथे	शूर्पयिताध्वे	शूर्पयिताहे	शूर्पयितास्वहे	शूर्पयितास्महे
शूर्प्	शू॑र्पँ॑	च माने	चुरादि	10.0102	लृट्	परस्मै॰	शूर्पयिष्यति	शूर्पयिष्यतः	शूर्पयिष्यन्ति	शूर्पयिष्यसि	शूर्पयिष्यथः	शूर्पयिष्यथ	शूर्पयिष्यामि	शूर्पयिष्यावः	शूर्पयिष्यामः
शूर्प्	शू॑र्पँ॑	च माने	चुरादि	10.0102	लृट्	आत्मने॰	शूर्पयिष्यते	शूर्पयिष्येते	शूर्पयिष्यन्ते	शूर्पयिष्यसे	शूर्पयिष्येथे	शूर्पयिष्यध्वे	शूर्पयिष्ये	शूर्पयिष्यावहे	शूर्पयिष्यामहे
शूर्प्	शू॑र्पँ॑	च माने	चुरादि	10.0102	लोट्	परस्मै॰	शूर्पयतात्,शूर्पयतु	शूर्पयताम्	शूर्पयन्तु	शूर्पय,शूर्पयतात्	शूर्पयतम्	शूर्पयत	शूर्पयाणि	शूर्पयाव	शूर्पयाम
शूर्प्	शू॑र्पँ॑	च माने	चुरादि	10.0102	लोट्	आत्मने॰	शूर्पयताम्	शूर्पयेताम्	शूर्पयन्ताम्	शूर्पयस्व	शूर्पयेथाम्	शूर्पयध्वम्	शूर्पयै	शूर्पयावहै	शूर्पयामहै
शूर्प्	शू॑र्पँ॑	च माने	चुरादि	10.0102	लङ्	परस्मै॰	अशूर्पयत्	अशूर्पयताम्	अशूर्पयन्	अशूर्पयः	अशूर्पयतम्	अशूर्पयत	अशूर्पयम्	अशूर्पयाव	अशूर्पयाम
शूर्प्	शू॑र्पँ॑	च माने	चुरादि	10.0102	लङ्	आत्मने॰	अशूर्पयत	अशूर्पयेताम्	अशूर्पयन्त	अशूर्पयथाः	अशूर्पयेथाम्	अशूर्पयध्वम्	अशूर्पये	अशूर्पयावहि	अशूर्पयामहि
शूर्प्	शू॑र्पँ॑	च माने	चुरादि	10.0102	विधिलिङ्	परस्मै॰	शूर्पयेत्	शूर्पयेताम्	शूर्पयेयुः	शूर्पयेः	शूर्पयेतम्	शूर्पयेत	शूर्पयेयम्	शूर्पयेव	शूर्पयेम
शूर्प्	शू॑र्पँ॑	च माने	चुरादि	10.0102	विधिलिङ्	आत्मने॰	शूर्पयेत	शूर्पयेयाताम्	शूर्पयेरन्	शूर्पयेथाः	शूर्पयेयाथाम्	शूर्पयेध्वम्	शूर्पयेय	शूर्पयेवहि	शूर्पयेमहि
शूर्प्	शू॑र्पँ॑	च माने	चुरादि	10.0102	आशीर्लिङ्	परस्मै॰	शूर्प्यात्	शूर्प्यास्ताम्	शूर्प्यासुः	शूर्प्याः	शूर्प्यास्तम्	शूर्प्यास्त	शूर्प्यासम्	शूर्प्यास्व	शूर्प्यास्म
शूर्प्	शू॑र्पँ॑	च माने	चुरादि	10.0102	आशीर्लिङ्	आत्मने॰	शूर्पयिषीष्ट	शूर्पयिषीयास्ताम्	शूर्पयिषीरन्	शूर्पयिषीष्ठाः	शूर्पयिषीयास्थाम्	शूर्पयिषीध्वम्,शूर्पयिषीढ्वम्	शूर्पयिषीय	शूर्पयिषीवहि	शूर्पयिषीमहि
शूर्प्	शू॑र्पँ॑	च माने	चुरादि	10.0102	लुङ्	परस्मै॰	अशुशूर्पत्	अशुशूर्पताम्	अशुशूर्पन्	अशुशूर्पः	अशुशूर्पतम्	अशुशूर्पत	अशुशूर्पम्	अशुशूर्पाव	अशुशूर्पाम
शूर्प्	शू॑र्पँ॑	च माने	चुरादि	10.0102	लुङ्	आत्मने॰	अशुशूर्पत	अशुशूर्पेताम्	अशुशूर्पन्त	अशुशूर्पथाः	अशुशूर्पेथाम्	अशुशूर्पध्वम्	अशुशूर्पे	अशुशूर्पावहि	अशुशूर्पामहि
शूर्प्	शू॑र्पँ॑	च माने	चुरादि	10.0102	लृङ्	परस्मै॰	अशूर्पयिष्यत्	अशूर्पयिष्यताम्	अशूर्पयिष्यन्	अशूर्पयिष्यः	अशूर्पयिष्यतम्	अशूर्पयिष्यत	अशूर्पयिष्यम्	अशूर्पयिष्याव	अशूर्पयिष्याम
शूर्प्	शू॑र्पँ॑	च माने	चुरादि	10.0102	लृङ्	आत्मने॰	अशूर्पयिष्यत	अशूर्पयिष्येताम्	अशूर्पयिष्यन्त	अशूर्पयिष्यथाः	अशूर्पयिष्येथाम्	अशूर्पयिष्यध्वम्	अशूर्पयिष्ये	अशूर्पयिष्यावहि	अशूर्पयिष्यामहि
चुट्	चु॑टँ॑	छेदने	चुरादि	10.0103	लट्	परस्मै॰	चोटयति	चोटयतः	चोटयन्ति	चोटयसि	चोटयथः	चोटयथ	चोटयामि	चोटयावः	चोटयामः
चुट्	चु॑टँ॑	छेदने	चुरादि	10.0103	लट्	आत्मने॰	चोटयते	चोटयेते	चोटयन्ते	चोटयसे	चोटयेथे	चोटयध्वे	चोटये	चोटयावहे	चोटयामहे
चुट्	चु॑टँ॑	छेदने	चुरादि	10.0103	लिट्	परस्मै॰	चोटयाञ्चकार	चोटयाञ्चक्रतुः	चोटयाञ्चक्रुः	चोटयाञ्चकर्थ	चोटयाञ्चक्रथुः	चोटयाञ्चक्र	चोटयाञ्चकार,चोटयाञ्चकर	चोटयाञ्चकृव	चोटयाञ्चकृम
चुट्	चु॑टँ॑	छेदने	चुरादि	10.0103	लिट्	आत्मने॰	चोटयाञ्चक्रे	चोटयाञ्चक्राते	चोटयाञ्चक्रिरे	चोटयाञ्चकृषे	चोटयाञ्चक्राथे	चोटयाञ्चकृढ्वे	चोटयाञ्चक्रे	चोटयाञ्चकृवहे	चोटयाञ्चकृमहे
चुट्	चु॑टँ॑	छेदने	चुरादि	10.0103	लुट्	परस्मै॰	चोटयिता	चोटयितारौ	चोटयितारः	चोटयितासि	चोटयितास्थः	चोटयितास्थ	चोटयितास्मि	चोटयितास्वः	चोटयितास्मः
चुट्	चु॑टँ॑	छेदने	चुरादि	10.0103	लुट्	आत्मने॰	चोटयिता	चोटयितारौ	चोटयितारः	चोटयितासे	चोटयितासाथे	चोटयिताध्वे	चोटयिताहे	चोटयितास्वहे	चोटयितास्महे
चुट्	चु॑टँ॑	छेदने	चुरादि	10.0103	लृट्	परस्मै॰	चोटयिष्यति	चोटयिष्यतः	चोटयिष्यन्ति	चोटयिष्यसि	चोटयिष्यथः	चोटयिष्यथ	चोटयिष्यामि	चोटयिष्यावः	चोटयिष्यामः
चुट्	चु॑टँ॑	छेदने	चुरादि	10.0103	लृट्	आत्मने॰	चोटयिष्यते	चोटयिष्येते	चोटयिष्यन्ते	चोटयिष्यसे	चोटयिष्येथे	चोटयिष्यध्वे	चोटयिष्ये	चोटयिष्यावहे	चोटयिष्यामहे
चुट्	चु॑टँ॑	छेदने	चुरादि	10.0103	लोट्	परस्मै॰	चोटयतु,चोटयतात्	चोटयताम्	चोटयन्तु	चोटयतात्,चोटय	चोटयतम्	चोटयत	चोटयानि	चोटयाव	चोटयाम
चुट्	चु॑टँ॑	छेदने	चुरादि	10.0103	लोट्	आत्मने॰	चोटयताम्	चोटयेताम्	चोटयन्ताम्	चोटयस्व	चोटयेथाम्	चोटयध्वम्	चोटयै	चोटयावहै	चोटयामहै
चुट्	चु॑टँ॑	छेदने	चुरादि	10.0103	लङ्	परस्मै॰	अचोटयत्	अचोटयताम्	अचोटयन्	अचोटयः	अचोटयतम्	अचोटयत	अचोटयम्	अचोटयाव	अचोटयाम
चुट्	चु॑टँ॑	छेदने	चुरादि	10.0103	लङ्	आत्मने॰	अचोटयत	अचोटयेताम्	अचोटयन्त	अचोटयथाः	अचोटयेथाम्	अचोटयध्वम्	अचोटये	अचोटयावहि	अचोटयामहि
चुट्	चु॑टँ॑	छेदने	चुरादि	10.0103	विधिलिङ्	परस्मै॰	चोटयेत्	चोटयेताम्	चोटयेयुः	चोटयेः	चोटयेतम्	चोटयेत	चोटयेयम्	चोटयेव	चोटयेम
चुट्	चु॑टँ॑	छेदने	चुरादि	10.0103	विधिलिङ्	आत्मने॰	चोटयेत	चोटयेयाताम्	चोटयेरन्	चोटयेथाः	चोटयेयाथाम्	चोटयेध्वम्	चोटयेय	चोटयेवहि	चोटयेमहि
चुट्	चु॑टँ॑	छेदने	चुरादि	10.0103	आशीर्लिङ्	परस्मै॰	चोट्यात्	चोट्यास्ताम्	चोट्यासुः	चोट्याः	चोट्यास्तम्	चोट्यास्त	चोट्यासम्	चोट्यास्व	चोट्यास्म
चुट्	चु॑टँ॑	छेदने	चुरादि	10.0103	आशीर्लिङ्	आत्मने॰	चोटयिषीष्ट	चोटयिषीयास्ताम्	चोटयिषीरन्	चोटयिषीष्ठाः	चोटयिषीयास्थाम्	चोटयिषीध्वम्,चोटयिषीढ्वम्	चोटयिषीय	चोटयिषीवहि	चोटयिषीमहि
चुट्	चु॑टँ॑	छेदने	चुरादि	10.0103	लुङ्	परस्मै॰	अचूचुटत्	अचूचुटताम्	अचूचुटन्	अचूचुटः	अचूचुटतम्	अचूचुटत	अचूचुटम्	अचूचुटाव	अचूचुटाम
चुट्	चु॑टँ॑	छेदने	चुरादि	10.0103	लुङ्	आत्मने॰	अचूचुटत	अचूचुटेताम्	अचूचुटन्त	अचूचुटथाः	अचूचुटेथाम्	अचूचुटध्वम्	अचूचुटे	अचूचुटावहि	अचूचुटामहि
चुट्	चु॑टँ॑	छेदने	चुरादि	10.0103	लृङ्	परस्मै॰	अचोटयिष्यत्	अचोटयिष्यताम्	अचोटयिष्यन्	अचोटयिष्यः	अचोटयिष्यतम्	अचोटयिष्यत	अचोटयिष्यम्	अचोटयिष्याव	अचोटयिष्याम
चुट्	चु॑टँ॑	छेदने	चुरादि	10.0103	लृङ्	आत्मने॰	अचोटयिष्यत	अचोटयिष्येताम्	अचोटयिष्यन्त	अचोटयिष्यथाः	अचोटयिष्येथाम्	अचोटयिष्यध्वम्	अचोटयिष्ये	अचोटयिष्यावहि	अचोटयिष्यामहि
मुट्	मु॑टँ॑	सञ्चूर्णने	चुरादि	10.0104	लट्	परस्मै॰	मोटयति	मोटयतः	मोटयन्ति	मोटयसि	मोटयथः	मोटयथ	मोटयामि	मोटयावः	मोटयामः
मुट्	मु॑टँ॑	सञ्चूर्णने	चुरादि	10.0104	लट्	आत्मने॰	मोटयते	मोटयेते	मोटयन्ते	मोटयसे	मोटयेथे	मोटयध्वे	मोटये	मोटयावहे	मोटयामहे
मुट्	मु॑टँ॑	सञ्चूर्णने	चुरादि	10.0104	लिट्	परस्मै॰	मोटयाञ्चकार	मोटयाञ्चक्रतुः	मोटयाञ्चक्रुः	मोटयाञ्चकर्थ	मोटयाञ्चक्रथुः	मोटयाञ्चक्र	मोटयाञ्चकर,मोटयाञ्चकार	मोटयाञ्चकृव	मोटयाञ्चकृम
मुट्	मु॑टँ॑	सञ्चूर्णने	चुरादि	10.0104	लिट्	आत्मने॰	मोटयाञ्चक्रे	मोटयाञ्चक्राते	मोटयाञ्चक्रिरे	मोटयाञ्चकृषे	मोटयाञ्चक्राथे	मोटयाञ्चकृढ्वे	मोटयाञ्चक्रे	मोटयाञ्चकृवहे	मोटयाञ्चकृमहे
मुट्	मु॑टँ॑	सञ्चूर्णने	चुरादि	10.0104	लुट्	परस्मै॰	मोटयिता	मोटयितारौ	मोटयितारः	मोटयितासि	मोटयितास्थः	मोटयितास्थ	मोटयितास्मि	मोटयितास्वः	मोटयितास्मः
मुट्	मु॑टँ॑	सञ्चूर्णने	चुरादि	10.0104	लुट्	आत्मने॰	मोटयिता	मोटयितारौ	मोटयितारः	मोटयितासे	मोटयितासाथे	मोटयिताध्वे	मोटयिताहे	मोटयितास्वहे	मोटयितास्महे
मुट्	मु॑टँ॑	सञ्चूर्णने	चुरादि	10.0104	लृट्	परस्मै॰	मोटयिष्यति	मोटयिष्यतः	मोटयिष्यन्ति	मोटयिष्यसि	मोटयिष्यथः	मोटयिष्यथ	मोटयिष्यामि	मोटयिष्यावः	मोटयिष्यामः
मुट्	मु॑टँ॑	सञ्चूर्णने	चुरादि	10.0104	लृट्	आत्मने॰	मोटयिष्यते	मोटयिष्येते	मोटयिष्यन्ते	मोटयिष्यसे	मोटयिष्येथे	मोटयिष्यध्वे	मोटयिष्ये	मोटयिष्यावहे	मोटयिष्यामहे
मुट्	मु॑टँ॑	सञ्चूर्णने	चुरादि	10.0104	लोट्	परस्मै॰	मोटयतु,मोटयतात्	मोटयताम्	मोटयन्तु	मोटयतात्,मोटय	मोटयतम्	मोटयत	मोटयानि	मोटयाव	मोटयाम
मुट्	मु॑टँ॑	सञ्चूर्णने	चुरादि	10.0104	लोट्	आत्मने॰	मोटयताम्	मोटयेताम्	मोटयन्ताम्	मोटयस्व	मोटयेथाम्	मोटयध्वम्	मोटयै	मोटयावहै	मोटयामहै
मुट्	मु॑टँ॑	सञ्चूर्णने	चुरादि	10.0104	लङ्	परस्मै॰	अमोटयत्	अमोटयताम्	अमोटयन्	अमोटयः	अमोटयतम्	अमोटयत	अमोटयम्	अमोटयाव	अमोटयाम
मुट्	मु॑टँ॑	सञ्चूर्णने	चुरादि	10.0104	लङ्	आत्मने॰	अमोटयत	अमोटयेताम्	अमोटयन्त	अमोटयथाः	अमोटयेथाम्	अमोटयध्वम्	अमोटये	अमोटयावहि	अमोटयामहि
मुट्	मु॑टँ॑	सञ्चूर्णने	चुरादि	10.0104	विधिलिङ्	परस्मै॰	मोटयेत्	मोटयेताम्	मोटयेयुः	मोटयेः	मोटयेतम्	मोटयेत	मोटयेयम्	मोटयेव	मोटयेम
मुट्	मु॑टँ॑	सञ्चूर्णने	चुरादि	10.0104	विधिलिङ्	आत्मने॰	मोटयेत	मोटयेयाताम्	मोटयेरन्	मोटयेथाः	मोटयेयाथाम्	मोटयेध्वम्	मोटयेय	मोटयेवहि	मोटयेमहि
मुट्	मु॑टँ॑	सञ्चूर्णने	चुरादि	10.0104	आशीर्लिङ्	परस्मै॰	मोट्यात्	मोट्यास्ताम्	मोट्यासुः	मोट्याः	मोट्यास्तम्	मोट्यास्त	मोट्यासम्	मोट्यास्व	मोट्यास्म
मुट्	मु॑टँ॑	सञ्चूर्णने	चुरादि	10.0104	आशीर्लिङ्	आत्मने॰	मोटयिषीष्ट	मोटयिषीयास्ताम्	मोटयिषीरन्	मोटयिषीष्ठाः	मोटयिषीयास्थाम्	मोटयिषीढ्वम्,मोटयिषीध्वम्	मोटयिषीय	मोटयिषीवहि	मोटयिषीमहि
मुट्	मु॑टँ॑	सञ्चूर्णने	चुरादि	10.0104	लुङ्	परस्मै॰	अमूमुटत्	अमूमुटताम्	अमूमुटन्	अमूमुटः	अमूमुटतम्	अमूमुटत	अमूमुटम्	अमूमुटाव	अमूमुटाम
मुट्	मु॑टँ॑	सञ्चूर्णने	चुरादि	10.0104	लुङ्	आत्मने॰	अमूमुटत	अमूमुटेताम्	अमूमुटन्त	अमूमुटथाः	अमूमुटेथाम्	अमूमुटध्वम्	अमूमुटे	अमूमुटावहि	अमूमुटामहि
मुट्	मु॑टँ॑	सञ्चूर्णने	चुरादि	10.0104	लृङ्	परस्मै॰	अमोटयिष्यत्	अमोटयिष्यताम्	अमोटयिष्यन्	अमोटयिष्यः	अमोटयिष्यतम्	अमोटयिष्यत	अमोटयिष्यम्	अमोटयिष्याव	अमोटयिष्याम
मुट्	मु॑टँ॑	सञ्चूर्णने	चुरादि	10.0104	लृङ्	आत्मने॰	अमोटयिष्यत	अमोटयिष्येताम्	अमोटयिष्यन्त	अमोटयिष्यथाः	अमोटयिष्येथाम्	अमोटयिष्यध्वम्	अमोटयिष्ये	अमोटयिष्यावहि	अमोटयिष्यामहि
पिश्	पि॑शँ॑	नाशने	चुरादि	10.0105	लट्	परस्मै॰	पेशयति	पेशयतः	पेशयन्ति	पेशयसि	पेशयथः	पेशयथ	पेशयामि	पेशयावः	पेशयामः
पिश्	पि॑शँ॑	नाशने	चुरादि	10.0105	लट्	आत्मने॰	पेशयते	पेशयेते	पेशयन्ते	पेशयसे	पेशयेथे	पेशयध्वे	पेशये	पेशयावहे	पेशयामहे
पिश्	पि॑शँ॑	नाशने	चुरादि	10.0105	लिट्	परस्मै॰	पेशयाञ्चकार	पेशयाञ्चक्रतुः	पेशयाञ्चक्रुः	पेशयाञ्चकर्थ	पेशयाञ्चक्रथुः	पेशयाञ्चक्र	पेशयाञ्चकार,पेशयाञ्चकर	पेशयाञ्चकृव	पेशयाञ्चकृम
पिश्	पि॑शँ॑	नाशने	चुरादि	10.0105	लिट्	आत्मने॰	पेशयाञ्चक्रे	पेशयाञ्चक्राते	पेशयाञ्चक्रिरे	पेशयाञ्चकृषे	पेशयाञ्चक्राथे	पेशयाञ्चकृढ्वे	पेशयाञ्चक्रे	पेशयाञ्चकृवहे	पेशयाञ्चकृमहे
पिश्	पि॑शँ॑	नाशने	चुरादि	10.0105	लुट्	परस्मै॰	पेशयिता	पेशयितारौ	पेशयितारः	पेशयितासि	पेशयितास्थः	पेशयितास्थ	पेशयितास्मि	पेशयितास्वः	पेशयितास्मः
पिश्	पि॑शँ॑	नाशने	चुरादि	10.0105	लुट्	आत्मने॰	पेशयिता	पेशयितारौ	पेशयितारः	पेशयितासे	पेशयितासाथे	पेशयिताध्वे	पेशयिताहे	पेशयितास्वहे	पेशयितास्महे
